NACA632A015
     3.000000    0.000000
     2.988501    0.002125
     2.969431    0.005596
     2.948087    0.009474
     2.924514    0.013725
     2.898909    0.018280
     2.871561    0.023062
     2.842786    0.028002
     2.812891    0.033052
     2.782156    0.038177
     2.750816    0.043377
     2.719070    0.048672
     2.687049    0.054054
     2.654823    0.059509
     2.622442    0.065016
     2.589979    0.070549
     2.557487    0.076077
     2.524979    0.081579
     2.492439    0.087055
     2.459837    0.092510
     2.427158    0.097957
     2.394427    0.103404
     2.361702    0.108853
     2.329032    0.114305
     2.296442    0.119762
     2.263929    0.125235
     2.231466    0.130735
     2.199015    0.136259
     2.166582    0.141782
     2.134229    0.147270
     2.102019    0.152691
     2.069957    0.158021
     2.037992    0.163256
     2.006062    0.168402
     1.974134    0.173465
     1.942199    0.178448
     1.910261    0.183352
     1.878338    0.188177
     1.846454    0.192920
     1.814640    0.197569
     1.782933    0.202112
     1.751372    0.206534
     1.719968    0.210816
     1.688694    0.214942
     1.657494    0.218909
     1.626311    0.222725
     1.595100    0.226397
     1.563831    0.229930
     1.532501    0.233334
     1.501144    0.236613
     1.469827    0.239765
     1.438620    0.242774
     1.407559    0.245619
     1.376646    0.248287
     1.345860    0.250769
     1.315170    0.253059
     1.284538    0.255152
     1.253927    0.257046
     1.223328    0.258747
     1.192765    0.260257
     1.162277    0.261568
     1.131890    0.262670
     1.101595    0.263551
     1.071363    0.264206
     1.041154    0.264635
     1.010921    0.264836
     0.980620    0.264811
     0.950227    0.264573
     0.919755    0.264135
     0.889252    0.263505
     0.858771    0.262682
     0.828357    0.261666
     0.798041    0.260452
     0.767841    0.259032
     0.737754    0.257398
     0.707772    0.255543
     0.677895    0.253470
     0.648150    0.251181
     0.618583    0.248678
     0.589269    0.245964
     0.560307    0.243042
     0.531795    0.239900
     0.503807    0.236524
     0.476398    0.232896
     0.449599    0.228995
     0.423424    0.224800
     0.397882    0.220294
     0.372994    0.215464
     0.348788    0.210302
     0.325268    0.204801
     0.302388    0.198943
     0.280088    0.192733
     0.258421    0.186249
     0.237578    0.179606
     0.217783    0.172877
     0.199164    0.166090
     0.181750    0.159269
     0.165501    0.152433
     0.150330    0.145589
     0.136145    0.138770
     0.122939    0.132089
     0.110770    0.125682
     0.099693    0.119601
     0.089680    0.113763
     0.080610    0.108070
     0.072346    0.102447
     0.064753    0.096901
     0.057742    0.091476
     0.051262    0.086218
     0.045282    0.081155
     0.039803    0.076263
     0.034813    0.071501
     0.030284    0.066836
     0.026186    0.062238
     0.022482    0.057700
     0.019135    0.053223
     0.016117    0.048808
     0.013402    0.044454
     0.010967    0.040162
     0.008796    0.035930
     0.006881    0.031763
     0.005210    0.027669
     0.003775    0.023655
     0.002565    0.019729
     0.001579    0.015901
     0.000823    0.012166
     0.000297    0.008511
     0.000005    0.004917
    -0.000047    0.001359
     0.000157   -0.002193
     0.000650   -0.005742
     0.001484   -0.009268
     0.002724   -0.012733
     0.004444   -0.016087
     0.006647   -0.019307
     0.009289   -0.022389
     0.012313   -0.025332
     0.015660   -0.028135
     0.019315   -0.030820
     0.023286   -0.033425
     0.027569   -0.035995
     0.032151   -0.038582
     0.037041   -0.041191
     0.042265   -0.043793
     0.047861   -0.046354
     0.053890   -0.048833
     0.060426   -0.051221
     0.067554   -0.053550
     0.075365   -0.055871
     0.083948   -0.058256
     0.093389   -0.060756
     0.103795   -0.063381
     0.115294   -0.066142
     0.128061   -0.069064
     0.142319   -0.072182
     0.158292   -0.075539
     0.176156   -0.079166
     0.196011   -0.083052
     0.217926   -0.087177
     0.241964   -0.091547
     0.268060   -0.096172
     0.295968   -0.101043
     0.325296   -0.106126
     0.355605   -0.111368
     0.386470   -0.116693
     0.417539   -0.122023
     0.448533   -0.127279
     0.479260   -0.132386
     0.509642   -0.137278
     0.539713   -0.141910
     0.569564   -0.146271
     0.599303   -0.150356
     0.629046   -0.154174
     0.658888   -0.157752
     0.688904   -0.161110
     0.719124   -0.164274
     0.749499   -0.167262
     0.779898   -0.170081
     0.810192   -0.172701
     0.840335   -0.175096
     0.870364   -0.177248
     0.900349   -0.179159
     0.930361   -0.180828
     0.960472   -0.182260
     0.990727   -0.183471
     1.021120   -0.184479
     1.051597   -0.185296
     1.082097   -0.185917
     1.112581   -0.186339
     1.143038   -0.186556
     1.173476   -0.186567
     1.203927   -0.186366
     1.234438   -0.185951
     1.265058   -0.185329
     1.295808   -0.184514
     1.326677   -0.183519
     1.357632   -0.182351
     1.388637   -0.181013
     1.419662   -0.179509
     1.450685   -0.177841
     1.481722   -0.176003
     1.512831   -0.173988
     1.544095   -0.171798
     1.575568   -0.169452
     1.607241   -0.166975
     1.639045   -0.164390
     1.670893   -0.161705
     1.702710   -0.158927
     1.734436   -0.156057
     1.766053   -0.153083
     1.797591   -0.149985
     1.829126   -0.146748
     1.860737   -0.143373
     1.892472   -0.139865
     1.924347   -0.136233
     1.956367   -0.132492
     1.988532   -0.128654
     2.020843   -0.124733
     2.053288   -0.120742
     2.085842   -0.116697
     2.118468   -0.112608
     2.151139   -0.108480
     2.183852   -0.104315
     2.216620   -0.100122
     2.249455   -0.095920
     2.282360   -0.091721
     2.315326   -0.087525
     2.348333   -0.083327
     2.381350   -0.079129
     2.414357   -0.074936
     2.447345   -0.070750
     2.480314   -0.066565
     2.513263   -0.062373
     2.546197   -0.058179
     2.579119   -0.053993
     2.612024   -0.049817
     2.644885   -0.045645
     2.677658   -0.041477
     2.710285   -0.037319
     2.742693   -0.033184
     2.774744   -0.029098
     2.806236   -0.025095
     2.836906   -0.021201
     2.866437   -0.017430
     2.894463   -0.013827
     2.920581   -0.010448
     2.944473   -0.007330
     2.966001   -0.004490
     2.985202   -0.001969
     2.996790   -0.000420
